"lang"
{
	"Language"		"English"
"DOTA_Tooltip_Ability_stegius_desolating_touch_boss_max_armor"					"MAX BOSS ARMOR REDUCTION:"
"DOTA_Tooltip_Ability_stegius_desolating_touch_duration"						"DURATION:"
"DOTA_Tooltip_modifier_stegius_desolating_touch_debuff"							"Desolating Touch"
"DOTA_Tooltip_modifier_stegius_desolating_touch_debuff_Description"				"Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
"DOTA_Tooltip_Ability_stegius_special_bonus_attack_damage"							"+40 Attack Damage"
"DOTA_Tooltip_Ability_stegius_special_bonus_health"									"+300 Health"
"DOTA_Tooltip_Ability_stegius_special_bonus_touch_armor"								"+1 Desolating Touch Armor Reduction per Attack"
"DOTA_Tooltip_Ability_stegius_special_bonus_wave_cooldown"							"-20% Cooldown Reduction"
"DOTA_Tooltip_Ability_stegius_special_bonus_rage_attack_speed"						"+50 Attack Speed"
"DOTA_Tooltip_Ability_stegius_special_bonus_brightness_armor"						"+2 Brightness of Desolate Armor Reduction"
"DOTA_Tooltip_Ability_stegius_special_bonus_touch_boss_limit"						"+20 Max Boss Armor Reduction"
"DOTA_Tooltip_Ability_stegius_special_bonus_brightness_creep_damage"					"2x Brightness of Desolate Creep Damage"
// Stegius localization end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\furion.txt' begin 
"DOTA_Tooltip_ability_furion_nature_wraith"							"Nature's Wrath"
"DOTA_Tooltip_ability_furion_nature_wraith_Description"				"Nature Prophet becomes enraged, increasing his attack speed and base attack time."
"DOTA_Tooltip_ability_furion_nature_wraith_Lore"					"Having watched the destruction of nature, Nature Prophet becomes enraged."
"DOTA_Tooltip_ability_furion_nature_wraith_bat"						"BASE ATTACK TIME::"
"DOTA_Tooltip_ability_furion_nature_wraith_attack_speed"			"ATTACK SPEED:"
"DOTA_Tooltip_ability_furion_nature_wraith_duration"				"DURATION:"

"DOTA_Tooltip_modifier_nature_wraith_active"						"Nature's Wrath"
"DOTA_Tooltip_modifier_nature_wraith_active_Description"			"BAT increased, attack speed increased, grants spell immuninty."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\furion.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\gun_joe.txt' begin 

"DOTA_Tooltip_ability_gun_joe_machine_gun"								"Machine Gun"
"DOTA_Tooltip_ability_gun_joe_machine_gun_Description"					"Gun Joe toggle maching gun that decrease base attack time but decrease oucoming damage and attack range. Levels linked with Rifle ability."
"DOTA_Tooltip_ability_gun_joe_machine_gun_attack_range"					"ATTACK RANGE PENALTY:"
"DOTA_Tooltip_ability_gun_joe_machine_gun_bat"							"BASE ATTACK TIME:"
"DOTA_Tooltip_ability_gun_joe_machine_gun_damage_decrease_pct"			"%OUTCOMING DAMAGE PENALTY:"

"DOTA_Tooltip_ability_gun_joe_rifle"									"Rifle"
"DOTA_Tooltip_ability_gun_joe_rifle_Description"						"Gun Joe toggle rifle that increase base attack time but increase oucoming damage and attack range. Levels linked with Machine Gun ability."
"DOTA_Tooltip_ability_gun_joe_rifle_attack_range"						"ATTACK RANGE BONUS:"
"DOTA_Tooltip_ability_gun_joe_rifle_bat"								"BASE ATTACK TIME:"
"DOTA_Tooltip_ability_gun_joe_rifle_damage_increase_pct"				"%OUTCOMING DAMAGE:"

"DOTA_Tooltip_ability_gun_joe_rapid"									"Rapid"
"DOTA_Tooltip_ability_gun_joe_rapid_Description"						"When Gun Joe does not take damage from heroes he will increase his movespeed and attack speed"
"DOTA_Tooltip_ability_gun_joe_rapid_bonus_attackspeed"					"BONUS ATTACKSPEED:"
"DOTA_Tooltip_ability_gun_joe_rapid_bonus_movespeed"					"BONUS MOVESPEED:"

"DOTA_Tooltip_Ability_gun_joe_explosive"								"Explosive Bullets"
"DOTA_Tooltip_Ability_gun_joe_explosive_Description"					"Gun Joe loads some explosive bullets that deal damage in an area with every shot."
"DOTA_Tooltip_Ability_gun_joe_explosive_stack_count"					"SHOTS:"
"DOTA_Tooltip_Ability_gun_joe_explosive_bonus_damage"					"DAMAGE:"
"DOTA_Tooltip_Ability_gun_joe_explosive_radius"							"RADIUS:"

"DOTA_Tooltip_Ability_gun_joe_calibrated_shot"							"Calibrated Shot"
"DOTA_Tooltip_Ability_gun_joe_calibrated_shot_Description"				"Gun Joe perform charged attack that stun enemy for a  %stun_duration%  seconds, increase outcoming damage for %damage_from_attack%%  and increase attack range for %bonus_attack_range% ."
"DOTA_Tooltip_Ability_gun_joe_calibrated_shot_stun_duration"			"STUN DURATION:"
"DOTA_Tooltip_Ability_gun_joe_calibrated_shot_damage_from_attack"		"%DAMAGE MULTIPLIER:"
"DOTA_Tooltip_Ability_gun_joe_calibrated_shot_bonus_attack_range"		"ATTACK RANGE BONUS:"
"DOTA_Tooltip_Ability_gun_joe_calibrated_shot_projectile_speed"			"PROJECTILE SPEED:"
"Dota_Tooltip_modifier_gun_joe_calibrated_shot_stun"					"Calibrated shot stun"

"DOTA_Tooltip_Ability_gun_joe_special_bonus_rapid_cd"					"-2 seconds to Rapid cooldown"
"DOTA_Tooltip_Ability_gun_joe_special_bonus_explosive_bullets_cd"		"-8 seconds to Explosive Bullets cooldown"
"DOTA_Tooltip_Ability_gun_joe_special_bonus_explosive_bullets_stack"	"+4 shots to Explosive Bullets"
"DOTA_Tooltip_Ability_gun_joe_special_bonus_explosive_bullets_radius"	"+200 radius to Explosive Bullets AOE"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\gun_joe.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\gyrocopter.txt' begin 
"DOTA_Tooltip_ability_gyrocopter_rocket_barrage_damage_pct"			"%DAMAGE FROM AGI:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\gyrocopter.txt' end



// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\huntress.txt' begin 

//===========================================================================================
"DOTA_Tooltip_ability_huntress_aim_shot"							"Aim Shot"
"DOTA_Tooltip_ability_huntress_aim_shot_Description"				"On activate allow Huntress attack with 100% critical hits, incresing Huntress attack range but decreasing base attack time."
"DOTA_Tooltip_ability_huntress_aim_shot_crit_damage_pct"	        "%DAMGE:"
"DOTA_Tooltip_ability_huntress_aim_shot_bonus_attack_range"	        "BONUS ATTACK RANGE:"
"DOTA_Tooltip_ability_huntress_aim_shot_bat_value_tooltip"	        "BAT DECREASING:"
"DOTA_Tooltip_modifier_huntress_aim_shot"	                        "Aim Shot"
"DOTA_Tooltip_ability_huntress_aim_shot_Lore"				        "Somewhen Huntress was learning to main hunt rule: one arrow - one dead. Moving to battlefield Huntress don't forget that old lession."

"DOTA_Tooltip_ability_huntress_aim_shot_bonus_crit_tallent"         "+50%  Aim Shot critical damage"
"DOTA_Tooltip_ability_huntress_aim_shot_bonus_bat_tallent"          "-0.2 BAT penalty from Aim Shot"

//===========================================================================================

"DOTA_Tooltip_ability_huntress_owl"							        "Summon Owl"
"DOTA_Tooltip_ability_huntress_owl_Description"				        "Huntress summon Owl to selected tree. Own have small vision, true strike and grants true strike to all allies in range."
"DOTA_Tooltip_ability_huntress_owl_radius"	                        "RADIUS:"
"DOTA_Tooltip_ability_huntress_owl_max_owl"				            "MAX OWLS:"
"DOTA_Tooltip_ability_huntress_owl_health"				            "OWN HEALTH:"
"DOTA_Tooltip_huntress_owl_modifier_current_value"	                "Owl Count"
"DOTA_Tooltip_ability_huntress_owl_Lore"				            "Huntress personal Owl helps to scout around area in battle."

"npc_aa_huntess_owl_unit"									        "Owl Huntress"
"DOTA_Tooltip_modifier_huntress_owl_aura_true_strike_effect_lua"	"Accurate Shots"
"DOTA_Tooltip_ability_huntress_huntress_owl_radius_aura_tallent"    "+250 to Huntress Owl vision range"
"DOTA_Tooltip_ability_huntress_huntress_owl_invisible_tallent"      "Huntress Owl gets invisibility"

//===========================================================================================
"DOTA_Tooltip_ability_huntress_crippling_arrow"						"Crippling Arrow"
"DOTA_Tooltip_ability_huntress_crippling_arrow_Description"			"Huntress attacks slow enemy target and can root enemy."
"DOTA_Tooltip_ability_huntress_crippling_arrow_slow_pct"	        "%SLOW:"
"DOTA_Tooltip_ability_huntress_crippling_arrow_duration_slow"	    "SLOW DURATION:"
"DOTA_Tooltip_ability_huntress_crippling_arrow_chance_root"	        "%ROOT CHANCE:"
"DOTA_Tooltip_ability_huntress_crippling_arrow_duration_root"	    "ROOT DURATION:"
"DOTA_Tooltip_modifier_huntress_crippling_arrow_root"	            "Rooted"
"DOTA_Tooltip_modifier_huntress_crippling_arrow_slow"	            "Slowed"
"DOTA_Tooltip_ability_huntress_crippling_arrow_Lore"				"When Huntress meat one of driad in the hunt, driad suggest enchant Huntress arrows for on conditional that Huntress never come back to that forest."

"DOTA_Tooltip_ability_huntress_crippling_arrow_chance_tallent"     "+10% to root chance of Crippling Arrow"
"DOTA_Tooltip_ability_huntress_crippling_arrow_duration_tallent"   "+0.5 to root duration of Crippling Arrow"

//===========================================================================================
"DOTA_Tooltip_ability_huntress_hunting_spirit"						"Hunting Spirit"
"DOTA_Tooltip_ability_huntress_hunting_spirit_Description"			"Huntress movement speed is increased and she can move throught trees.\nWhen ability is active <font color='#229917'>Aim Shot</font> don't decrease base attack time.\n<font color='#ffef27'>Azrael's Crossbow</font> granting Huntress new ability Curse Arrow"
"DOTA_Tooltip_ability_huntress_hunting_spirit_duration"	            "DURATION:"
"DOTA_Tooltip_ability_huntress_hunting_spirit_bonus_movespeed_pct"	"%BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_ability_huntress_hunting_spirit_Lore"				    "Main battle law is concentration and calmness. That merits allow any hunter move faster. Huntress honed that skills for mastery, and that why someone calls she a Hunting Spirit."

"DOTA_Tooltip_modifier_huntress_hunting_spirit"	                    "Hunting Spirit"

"DOTA_Tooltip_ability_huntress_hunting_spirit_heavy_arrow_tallent"              "Heavy Arrows"
"DOTA_Tooltip_ability_huntress_hunting_spirit_heavy_arrow_tallent_Description"  "When Hunting Spirit is active, Crippling Arrow applies stun to target instead root, but stun duration is decreased for 50% "

"DOTA_Tooltip_ability_huntress_hunting_spirit_status_resist_tallent"            "Hunting Spirit grants 10%  status resistance."

//===========================================================================================
"DOTA_Tooltip_ability_huntress_curse_arrow"						"Curse Arrow"
"DOTA_Tooltip_ability_huntress_curse_arrow_Description"			"Launch cursed arrow that purges all positive effects from target for all duration. Duration depends of channel time.\n\nPurge type: strong"
"DOTA_Tooltip_ability_huntress_curse_arrow_min_duration"	    "MIN DURATION:"
"DOTA_Tooltip_ability_huntress_curse_arrow_max_duration"		"MAX DURATION:"

"DOTA_Tooltip_modifier_huntress_curse_arrow"				"Curse Arrow"
"DOTA_Tooltip_modifier_huntress_curse_arrow_Description"	"You are cursed and lose all buffs"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\huntress.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\invoker.txt' begin 
"DOTA_Tooltip_ability_invoker_sun_strike_damage_pct"				"%DAMAGE FROM INT:"
"DOTA_Tooltip_ability_invoker_tornado_damage_pct"				"%DAMAGE FROM INT:"
"DOTA_Tooltip_ability_invoker_deafening_blast_damage_pct"			"%DAMAGE FROM INT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\invoker.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\jakiro.txt' begin 
"DOTA_Tooltip_ability_jakiro_dual_breath_damage_pct"				"%DAMAGE FROM INT:"
"DOTA_Tooltip_ability_jakiro_ice_path_damage_pct"					"%DAMAGE FROM INT:"
"DOTA_Tooltip_ability_jakiro_liquid_fire_damage_pct"				"%DAMAGE FROM INT:"
"DOTA_Tooltip_ability_jakiro_macropyre_damage_pct"					"%DAMAGE FROM INT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\jakiro.txt' end



// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\juggenaut.txt' begin 
"DOTA_Tooltip_ability_juggernaut_blade_fury_damage_pct_tooltip"		"%DAMAGE FROM AGI:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\juggenaut.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\kunkka.txt' begin 
"DOTA_Tooltip_ability_kunkka_ghostship_damage_pct"					"%DAMAGE FROM STR:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\kunkka.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\leshrac.txt' begin 
"DOTA_Tooltip_ability_leshrac_lightning_storm_damage_pct"			"INT MULTIPLER:"
"DOTA_Tooltip_ability_leshrac_pulse_nova_damage_pct"				"%DAMAGE FROM INT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\leshrac.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\lich.txt' begin 
"DOTA_Tooltip_ability_lich_vampire"									"Frost Life"
"DOTA_Tooltip_ability_lich_vampire_Description"						"Can be activated to give to all ally in radius 300 the lifestela effect."
"DOTA_Tooltip_ability_lich_vampire_lifesteal"						"%HEAL:"
"DOTA_Tooltip_ability_lich_vampire_duration"						"ALLY DURATION:"
"DOTA_Tooltip_modifier_lich_vampire_active"							"Total Lifesteal"
"DOTA_Tooltip_ability_lich_chain_frost_damage_pct"					"%DAMAGE FROM INT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\lich.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\lina.txt' begin 
"DOTA_Tooltip_ability_lina_laguna_blade_damage_pct"					"%DAMAGE FROM INT:"
"DOTA_Tooltip_ability_lina_light_strike_array_damage_pct"		"INT MULTIPLIER:"
"DOTA_Tooltip_ability_lina_dragon_slave_damage_pct"				"INT MULTIPLIER:"

"DOTA_Tooltip_ability_lina_fire_shield"							    "Fire Shield"
"DOTA_Tooltip_ability_lina_fire_shield_Description"				    "On activate block all damage for %duration% seconds. After that time, deal distributed damage for all targets."
"DOTA_Tooltip_ability_lina_fire_shield_duration"				    "DURATION:"
"DOTA_Tooltip_ability_lina_fire_shield_radius"					    "DAMAGE RADIUS:"

"DOTA_Tooltip_ability_lina_special_bonus_fire_shield"			    "+1s to Fire Shield duration"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\lina.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\lion.txt' begin 
"DOTA_Tooltip_ability_lion_finger_of_death_damage_pct"				"%DAMAGE FROM INT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\lion.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\lone_druid.txt' begin 
"DOTA_Tooltip_ability_separation_of_souls_bear"						"Merging Of Souls"
"DOTA_Tooltip_ability_separation_of_souls_bear_Description"			"The souls of the bear and druid merge, which gives the bear a part of the attack, armor and attack speed of the druid."
"DOTA_Tooltip_ability_separation_of_souls_bear_bonus_attack"		"%DAMAGE INCREASE:"
"DOTA_Tooltip_ability_separation_of_souls_bear_bonus_armor"			"%ARMOR INCREASE:"
"DOTA_Tooltip_ability_separation_of_souls_bear_bonus_aspeed"		"%ATTACK SPEED INCREASE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\lone_druid.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\luna.txt' begin 
"DOTA_Tooltip_ability_luna_lucent_beam_damage_pct"					"%DAMAGE FROM AGILITY:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\luna.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\mirana.txt' begin 
"DOTA_Tooltip_ability_mirana_overskill_lua"       				"Overskill" 
"DOTA_Tooltip_ability_mirana_overskill_lua_Description"       	"Increases your agility based on its starting value. Lasts %overskill_duration% seconds."
"DOTA_Tooltip_ability_mirana_overskill_lua_Lore"				"Sometimes Selemina gives the Princess of the Moon power, inaccessible to mere mortals."
"DOTA_Tooltip_ability_mirana_overskill_lua_overskill_duration"	"DURATION:"
"DOTA_Tooltip_ability_mirana_overskill_lua_agi_multiplier"		"AGILITY MULTIPLIER:"

"DOTA_Tooltip_modifier_mirana_overskill_lua"					"Bonus agility"
"DOTA_Tooltip_modifier_mirana_overskill_lua_Description"		"Agility increased by %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS%."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\mirana.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\naga_siren.txt' begin 
"DOTA_Tooltip_ability_naga_siren_rip_tide_damage_pct"				"%DAMAGE FROM AGI:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\naga_siren.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\nature_prophet.txt' begin 
"DOTA_Tooltip_npc_dota_furion_treant_5"				"Treant"
"DOTA_Tooltip_npc_dota_furion_treant_6"				"Treant"
"DOTA_Tooltip_npc_dota_furion_treant_7"				"Treant"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\nature_prophet.txt' end
