"lang"
{
	"Language"		"Russian"
"DOTA_Tooltip_ability_megacreep_beast_tail_stomp_radius"                                              "РАДИУС:"
"DOTA_Tooltip_ability_megacreep_beast_tail_stomp_damage"                                              "УРОН:"
"DOTA_Tooltip_ability_megacreep_beast_tail_stomp_damage_from_hp"                                      "УРОН ОТ ЗДОРОВЬЯ:"

"DOTA_Tooltip_ability_megacreep_beast_life_drain"                                                     "Ancient Consumption"
"DOTA_Tooltip_ability_megacreep_beast_life_drain_Description"                                         "Высасывает жизнь из врага, нанося урон и восстанавливая здоровье в зависимости от нанесенного урона."
"DOTA_Tooltip_ability_megacreep_beast_life_drain_range"                                               "РАДИУС::"
"DOTA_Tooltip_ability_megacreep_beast_life_drain_duration"                                            "ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_megacreep_beast_life_drain_damage"                                              "УРОН:"
"DOTA_Tooltip_ability_megacreep_beast_life_drain_damage_from_hp"                                      "УРОН ОТ ЗДОРОВЬЯ"

"DOTA_Tooltip_ability_megacreep_beast_bonus_attackspeed"                                              "Ancient Attacks"
"DOTA_Tooltip_ability_megacreep_beast_bonus_attackspeed_Description"                                  "Увеличивает скорость атаки до предела на небольшой срок."
"DOTA_Tooltip_ability_megacreep_beast_bonus_attackspeed_attackspeed"                                  "СКОРОСТЬ АТАКИ:"
"DOTA_Tooltip_ability_megacreep_beast_bonus_attackspeed_duration"                                     "ДЛИТЕЛЬНОСТЬ:"


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\map creeps\npc_aa_megacreep_beast.kv' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\map creeps\npc_aa_megacreep_energy_creature.kv' begin 
"DOTA_Tooltip_ability_megacreep_energy_creature_shock_blast"						"Skockblast"
"DOTA_Tooltip_ability_megacreep_energy_creature_shock_blast_Description"			"Запускает энергетический снаряд в выбранную цель, который оглушает врага и наносит урон."
"DOTA_Tooltip_ability_megacreep_energy_creature_shock_blast_abilitycastrange"		"РАДИУС:"
"DOTA_Tooltip_ability_megacreep_energy_creature_shock_blast_damage"					"УРОН:"
"DOTA_Tooltip_ability_megacreep_energy_creature_shock_blast_abilityduration"		"ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
"DOTA_Tooltip_ability_megacreep_energy_creature_shock_blast_projectile_speed"		"СКОРОСТЬ СНАРЯДА:"

"DOTA_Tooltip_ability_megacreep_energy_creature_flash"								"Flash"
"DOTA_Tooltip_ability_megacreep_energy_creature_flash_Description"					"Перемещается в выбранную точку."
"DOTA_Tooltip_ability_megacreep_energy_creature_flash_abilitycastrange"				"ДАЛЬНОСТЬ:"
"DOTA_Tooltip_ability_megacreep_energy_creature_flash_speed"						"СКОРОСТЬ"

"DOTA_Tooltip_ability_megacreep_energy_creature_buff"								"Electrolize"
"DOTA_Tooltip_ability_megacreep_energy_creature_buff_Description"					"Увеличивает сопротивление всех союзников неподалеку за каждого союзника."
"DOTA_Tooltip_ability_megacreep_energy_creature_buff_abilityduration"				"ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_megacreep_energy_creature_buff_abilitycastrange"				"РАДИУС:"
"DOTA_Tooltip_ability_megacreep_energy_creature_buff_resist_per_hero"				"%СОПРОТИВЛЕНИЕ К УРОНУ:"

"DOTA_Tooltip_ability_megacreep_energy_creature_passive"							"Focused Attack"
"DOTA_Tooltip_ability_megacreep_energy_creature_passive_Description"				"Через несколько атак Energy Creature заряжает свою атаку, и следующая атака нанесет весь урон в виде чистого урона."
"DOTA_Tooltip_ability_megacreep_energy_creature_passive_attack_count"				"КОЛИЧЕСТВО АТАК ДЛЯ ЗАРЯДА:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\map creeps\npc_aa_megacreep_energy_creature.kv' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\map creeps\npc_aa_meracreep_ancient_golem.kv' begin 
"DOTA_Tooltip_ability_megacreep_ancient_golem_fireball"                                               "Golem Fireball"
"DOTA_Tooltip_ability_megacreep_ancient_golem_fireball_Description"                                   "Выпускает наносящий урон огненный шар в выбранную цель."
"DOTA_Tooltip_ability_megacreep_ancient_golem_fireball_fireball_speed"                                "СКОРОСТЬ СНАРЯДА:"
"DOTA_Tooltip_ability_megacreep_ancient_golem_fireball_fireball_damage"                               "УРОН:"

"DOTA_Tooltip_ability_megacreep_ancient_golem_fire_fist"                                              "Golem firefist"
"DOTA_Tooltip_ability_megacreep_ancient_golem_fire_fist_Description"                                  "Наносит дополнительный магический урон с каждой атакой."
"DOTA_Tooltip_ability_megacreep_ancient_golem_fire_fist_hit_damage"                                   "УРОН:"

"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_close"                                             "Golem Firehell"
"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_close_Description"                                 "После активации наносит урон всем окружающим врагам каждую секунду."
"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_close_radius"                                      "РАДИУС:"
"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_close_duration"                                    "ДЛИТЕЛЬНОСТЬ:"
"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_close_TotalDmg"                                    "УРОН:"

"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_far"                                               "Golem Firebreath"
"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_far_Description"                                   "Выпускает волну огня которая наносит урон всем врагам при столкновении."
"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_far_contact_damage"                                "УРОН:"
"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_far_wave_speed"                                    "СКОРОСТЬ ВОЛНЫ:"
"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_far_wave_width"                                    "ШИРИНА ВОЛНЫ:"
"DOTA_Tooltip_ability_megacreep_ancient_golem_burn_far_distance"                                      "РАССТОЯНИЕ ВОЛНЫЕ:"

"DOTA_Tooltip_ability_megacreep_ancient_golem_meteor_rain"                                            "Golem Hellrain"
"DOTA_Tooltip_ability_megacreep_ancient_golem_meteor_rain_Description"                                "Abyss Golem призывает адский поток с небес, уничтожающий всех врагов в попавших в него."
"DOTA_Tooltip_ability_megacreep_ancient_golem_meteor_rain_damage"                                     "УРОН:"
"DOTA_Tooltip_ability_megacreep_ancient_golem_meteor_rain_radius"                                     "РАДИУС:"


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\creeps\map creeps\npc_aa_meracreep_ancient_golem.kv' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\gui\repick_menu.txt' begin 
"AA_REPICK_MENU_PICK_GOD"							"СМЕНИТЬ ГЕРОЯ"
"AA_REPICK_MENU_ALREADY_PICKED"						"ГЕРОЙ УЖЕ ЗАНЯТ"
"AA_REPICK_MENU_NO_SHARD"							"НЕТ ОСКОЛКА"
"AA_REPICK_MENU_DUEL_SOON"							"СКОРО НАЧНЕТСЯ ДУЭЛЬ"
"AA_REPICK_ITEM_TITLE"								"ВЫБЕРИТЕ НОВОГО ГЕРОЯ"
"AA_REPICK_ITEM_HINT"								"Уровень, предметы и золото сохраняются. Занятые герои затемнены."
"AA_REPICK_ITEM_PICK"								"СМЕНИТЬ ГЕРОЯ"
"AA_REPICK_ITEM_PICK_DISABLED"						"ВЫБЕРИТЕ ГЕРОЯ"
"AA_REPICK_ITEM_DUEL_BLOCKED"						"Нельзя сменить героя во время дуэли."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\gui\repick_menu.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\heroes\!empty.txt' begin 

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\heroes\!empty.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\heroes\abaddon.txt' begin 
"DOTA_Tooltip_ability_abaddon_death_coil_percent"					"%УРОН/ЛЕЧЕНИЕ ОТ СИЛЫ:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\heroes\abaddon.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\heroes\ancient_apparation.txt' begin 
