"lang"
{
	"Language"		"English"
"DOTA_Tooltip_ability_charon_overload_manacost_reduction_percent_tallent_Description"     "Decreasing Overload manacost for 50% without damage chaning."
"DOTA_Tooltip_ability_charon_collapse_bonus_duration_tallent"                             "-2 seconds to Collapse duration"
"DOTA_Tooltip_ability_charon_collapse_bonus_radius_tallent"                               "+250 to Collapse Radius"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\charon.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\chen.txt' begin 
"DOTA_Tooltip_ability_chen_test_of_faith_damage_pct"					"%DAMAGE:"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\chen.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\clockwerk.txt' begin 
"DOTA_Tooltip_ability_rattletrap_rocket_flare_damage_pct"			"%DAMAGE OF STRENGTH:"
"DOTA_Tooltip_ability_rattletrap_battery_assault_damage_pct"		"%DAMAGE FROM STRENGTH:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\clockwerk.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\crystal_maiden.txt' begin 
"DOTA_Tooltip_ability_crystal_maiden_freezing_field_damage_pct"		"%DAMAGE FROM INT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\crystal_maiden.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\dark_seer.txt' begin 
"DOTA_Tooltip_ability_dark_seer_vacuum_damage_pct"					"%DAMAGE FROM INTELLECT:"
"DOTA_Tooltip_ability_dark_seer_ion_shell_damage_pct"				"%DAMAGE FROM INTELLECT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\dark_seer.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\dazzle.txt' begin 
"DOTA_Tooltip_ability_dazzle_shadow_wave_heal_pct"						"%HEAL FROM INT:"
"DOTA_Tooltip_ability_dazzle_shadow_wave_damage_pct"					"%DAMAGE FROM INT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\dazzle.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\death_prophet.txt' begin 
"DOTA_Tooltip_ability_death_prophet_exorcism_damage_to_magical"			"%DAMAGE TO MAGICAL DAMAGE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\death_prophet.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\disruptor.txt' begin 
"DOTA_Tooltip_ability_disruptor_thunder_strike_damage_pct"		"%DAMAGE FROM INT:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\disruptor.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\dragon_knight.txt' begin 
"DOTA_Tooltip_ability_dragon_knight_breathe_fire_damage_pct"		"%DAMAGE FROM STR:"
"DOTA_Tooltip_ability_dragon_knight_dragon_tail_damage_pct"			"%DAMAGE FROM STR:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\dragon_knight.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\drow_ranger.txt' begin 
"DOTA_Tooltip_ability_drow_ranger_vengeance_arrow"					"Vengeance Arrow"
"DOTA_Tooltip_ability_drow_ranger_vengeance_arrow_Description"		"Drow Ranger can absorb damage and deal a counter-attack.\n\nOrb-modifiers don't work on counter-attack\n\nCounter-attacks cannot be disabled."
"DOTA_Tooltip_ability_drow_ranger_vengeance_arrow_chance"			"%CHANCE:"
"DOTA_Tooltip_ability_drow_ranger_vengeance_arrow_Note0"			"Skill only works when taking more than 10dmg."
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\drow_ranger.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\earthshaker.txt' begin 
"DOTA_Tooltip_ability_earthshaker_aftershock_damage_from_str"			"STR MULTIPLER:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\earthshaker.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\earth_spirit.txt' begin 
"DOTA_Tooltip_ability_earth_spirit_boulder_smash_damage_pct"		"%DAMAGE FROM STR:"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\earth_spirit.txt' end

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\faceless_void.txt' begin 
"DOTA_Tooltip_modifier_time_lock_stun_datadriven"					"Bashed"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\faceless_void.txt' end
"npc_dota_hero_faceless_void"											"Fireblade"

"DOTA_Tooltip_ability_fireblade_fiery_stream_shard_Description"	"Reduces cooldown by %AbilityCooldown% seconds and increases damage taken by the victim from attacks by %damage_steel_pct%%."

"DOTA_Tooltip_ability_fireblade_fiery_stream"							"Fiery Stream"
"DOTA_Tooltip_ability_fireblade_fiery_stream_damage_steel_pct" 			"THEFT ATTACK:"
"DOTA_Tooltip_ability_fireblade_fiery_stream_Description" "Fireblade releases a stream of fire, burning everything in front of it. 
For every hero affected Fireblade receives bonus damage for a short period of time and steals an attack in %damage_steel_pct%%."
"DOTA_Tooltip_ability_fireblade_fiery_stream_distantion"				"DISTANTION:"
"DOTA_Tooltip_ability_fireblade_fiery_stream_damage"					"DAMAGE:"
"DOTA_Tooltip_ability_fireblade_fiery_stream_damage_per_hero"			"BONUS DAMAGE:"
"DOTA_Tooltip_ability_fireblade_fiery_stream_buff_duration"				"DURATION:"
"DOTA_Tooltip_ability_fireblade_fiery_stream_slow"							"%SLOW:"
"DOTA_Tooltip_ability_fireblade_fiery_stream_slow_duration"				"SLOW DURATION:"

"DOTA_Tooltip_modifier_fireblade_fiery_stream_talent"					"Fiery Stream Dash"

"DOTA_Tooltip_modifier_fireblade_fiery_stream_debuff"					"Slowed"
"DOTA_Tooltip_modifier_fireblade_fiery_stream_debuff_Description"		"Slowed for %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% by Fiery Stream"

"DOTA_Tooltip_modifier_fireblade_fiery_stream_buff"						"Damage bonus"
"DOTA_Tooltip_modifier_fireblade_fiery_stream_buff_Description"			"Bonus %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% damage from Fiery Stream"

"DOTA_Tooltip_ability_fireblade_burn_offering"							"Burn Offering"
"DOTA_Tooltip_ability_fireblade_burn_offering_Description"				"Fireblade launch fireball into nearest unit. Fireball deal damage on hit."
"DOTA_Tooltip_ability_fireblade_burn_offering_damage"					"DAMAGE:"
"DOTA_Tooltip_ability_fireblade_burn_offering_speed"					"SPEED:"
"DOTA_Tooltip_ability_fireblade_burn_offering_abilitycastrange"			"RADIUS:"

"DOTA_Tooltip_ability_fireblade_scorched_blades"						"Scorched Blades"
"DOTA_Tooltip_ability_fireblade_scorched_blades_Description"			"Fireblade deal additional magical damage with every attack. Fireblade increase magical damage by percent of himself attack damage."
"DOTA_Tooltip_ability_fireblade_scorched_blades_damage"					"DAMAGE:"

"DOTA_Tooltip_Ability_fireblade_firestrip"								"Firestrip"
"DOTA_Tooltip_Ability_fireblade_firestrip_Description"					"Hero attacks everybody around him. Attack will deal bonus magical damage to enemies. Fireblade gets additional damage resisting per every hitted hero."
"DOTA_Tooltip_Ability_fireblade_firestrip_Note0"						"Attack modifiers wasn't applied on this ability."
"DOTA_Tooltip_Ability_fireblade_firestrip_damage"						"BONUS MAGICAL DAMAGE::"
"DOTA_Tooltip_Ability_fireblade_firestrip_damage_resist_per_hero"		"%DAMAGE RESISTANCE:"
"DOTA_Tooltip_Ability_fireblade_firestrip_buff_duration"				"BUFF DURATION:"
"DOTA_Tooltip_Ability_fireblade_firestrip_abilitycastrange"				"RADIUS:"


"DOTA_Tooltip_modifier_fireblade_firestrip_buff"						"Firestrip resist"
"DOTA_Tooltip_modifier_fireblade_firestrip_buff_Description"			"Incoming damage changed -%dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%% "

"DOTA_Tooltip_ability_fireblade_talent_fire_stream_blink"				"Fiery Stream move caster with fire"
"DOTA_Tooltip_ability_fireblade_talent_fire_stream_blink_Description"	"On dash hero grants invulnerability but can't use any ability or item"
"DOTA_Tooltip_ability_fireblade_talent_burn_offering_heal"				"Burn Offering heal owner for dealed damage"
"DOTA_Tooltip_ability_fireblade_talent_firestrip_stun"					"Firestrip applies stun for {s:value} sec."
"DOTA_Tooltip_ability_fireblade_talent_firestrip_spellimmune"			"Firestrip work on magic immune units"
"DOTA_Tooltip_ability_fireblade_talent_burn_offering_aoe"				"Burn Offsering applies on all nearby enemies"
"DOTA_Tooltip_ability_fireblade_talent_burn_offering_attack_dmg"		"Burn Offering applies damage from attack"
"DOTA_Tooltip_ability_fireblade_talent_scorched_blades_silence"			"Scorched Blades applies silence for {s:value} sec."
"DOTA_Tooltip_ability_fireblade_talent_scorched_blades_silence_Description"			"Silence cooldown is {s:cooldown} sec. Also disable item casting."

"DOTA_Tooltip_ability_fireblade_talent_scorched_blades_spellimmune"		"Scorched Blades ignores magic immune"



"DOTA_Tooltip_ability_possessed_courage"							"Possessed Courage"

"DOTA_Tooltip_ability_possessed_courage_Description"				"The possessed can absorb half of the damage and counter attack in a big radius."
"DOTA_Tooltip_ability_possessed_courage_chance"						"%CHANCE:"
"DOTA_Tooltip_ability_possessed_courage_block_damage"				"%DAMAGE ABSORB:"
"DOTA_Tooltip_ability_possessed_courage_radius"						"ATTACK RADIUS:"

"DOTA_Tooltip_ability_possessed_stun"								"Possessed Stun"
"DOTA_Tooltip_ability_possessed_stun_Description"					"The possessed stuns everybody in a radius and deals damage depending on the max HP of the targets."
"DOTA_Tooltip_ability_possessed_stun_damage_pct"					"%DAMAGE:"
"DOTA_Tooltip_ability_possessed_stun_duration"						"DURATION:"
"DOTA_Tooltip_ability_possessed_stun_radius"						"RADIUS:"

"DOTA_Tooltip_modifier_possessed_stun"								"STUNNED"

"DOTA_Tooltip_ability_possessed_kraken"								"Demonic protection"
"DOTA_Tooltip_ability_possessed_kraken_Description"					"Removes negative status effects if the damage taken crosses a threshold."
"DOTA_Tooltip_ability_possessed_kraken_damage_cleanse"				"DAMAGE THRESHOLD:"

"DOTA_Tooltip_ability_possessed_bash"								"Possessed Luck"
"DOTA_Tooltip_ability_possessed_bash_Description"					"The possessed can see the enemies weakness. Stuns the enemy and deals damage that depends on the max HP targets."
"DOTA_Tooltip_ability_possessed_bash_chance"						"%CHANCE:"
"DOTA_Tooltip_ability_possessed_bash_bash_time"						"STUN DURATION:"
"DOTA_Tooltip_ability_possessed_bash_vampire"						"%VAMPIRE PERCENT:"
"DOTA_Tooltip_ability_possessed_bash_damage_pct"					"%MAX HP DAMAGE:"
"DOTA_Tooltip_modifier_possessed_bash_stun"							"STUNNED"

"DOTA_Tooltip_ability_possessed_fury"								"Possessed fury"
"DOTA_Tooltip_ability_possessed_fury_Description"					"The possessed kills all illusions that try to attack him.\nWhen the health of the possessed falls below 50 percent he gets 650 damage, 400 attack speed, BAT 0.5 and true strike.\n When the health falls below 25 percent the possesed gains a 20 percent chance to resist to all attacks."

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\en\heroes\forgotten_hero.txt' begin 

"DOTA_Tooltip_Ability_forgotten_hero_herofall"								"Herofall"
"DOTA_Tooltip_Ability_forgotten_hero_herofall_Description"					"Hero jumps to selected point, and when him falls he dealing damage and stuns enemies in small range."
"DOTA_Tooltip_Ability_forgotten_hero_herofall_damage"						"DAMAGE:"
"DOTA_Tooltip_Ability_forgotten_hero_herofall_aoe_radius"					"FALL RADIUS:"
"DOTA_Tooltip_Ability_forgotten_hero_herofall_stun_duration"				"STUN DURATION:"
"DOTA_Tooltip_Ability_forgotten_hero_herofall_abilitycastrange"				"JUMP RRANGE:"
"DOTA_Tooltip_Ability_forgotten_hero_herofall_speed"						"JUMP SPEED:"
"DOTA_Tooltip_Ability_forgotten_hero_herofall_height"						"JUMP HEIGHT:"

"DOTA_Tooltip_modifier_forgotten_hero_herofall"								"Herofall Jump"
"DOTA_Tooltip_modifier_forgotten_hero_herofall_debuff"						"Herofal Stun"

"DOTA_Tooltip_Ability_forgotten_hero_breach"								"Breach"
"DOTA_Tooltip_Ability_forgotten_hero_breach_Description"					"Hero disappears into another dimension and gets additional movement speed. Any attack or ability cast removes Breach Effect."
"DOTA_Tooltip_Ability_forgotten_hero_breach_duration"						"DURATION:"
"DOTA_Tooltip_Ability_forgotten_hero_breach_bonus_ms"						"%BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_Ability_forgotten_hero_breach_fade_time"						"FADE TIME:"
"DOTA_Tooltip_Ability_forgotten_hero_breach_Note0"							"With talent: First attack after leaving Breach deals 300% critical damage."

"DOTA_Tooltip_modifier_forgotten_hero_breach"								"Breach"
"DOTA_Tooltip_modifier_forgotten_hero_breach_Description"					"In anothe rdimension. Grants %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%  bonus movement speed."

"DOTA_Tooltip_Ability_forgotten_hero_meditation"							"Meditation"
"DOTA_Tooltip_Ability_forgotten_hero_meditation_Description"				"Hero meditate and regeneretate him health."
"DOTA_Tooltip_Ability_forgotten_hero_meditation_duration"					"DURATION:"
"DOTA_Tooltip_Ability_forgotten_hero_meditation_hp_regen"					"%HEALTH RESTORE:"
